,theta,k1,k2,x0,x1,e1,e2,j1,j2,v2
84,1,0.0008888999999999999,0.00044449999999999996,"tensor(2287.4046, dtype=torch.float64)","tensor(2.9545, dtype=torch.float64)","tensor(0.4734, dtype=torch.float64)","tensor(2.0663, dtype=torch.float64)","tensor(893625.8956, dtype=torch.float64)","tensor(24.5085, dtype=torch.float64)","tensor(5.6550, dtype=torch.float64)"
85,1,0.0008888999999999999,0.0005556,"tensor(2287.6312, dtype=torch.float64)","tensor(2.7266, dtype=torch.float64)","tensor(0.5460, dtype=torch.float64)","tensor(2.5373, dtype=torch.float64)","tensor(1262350.3724, dtype=torch.float64)","tensor(29.7553, dtype=torch.float64)","tensor(6.5232, dtype=torch.float64)"
86,1,0.0008888999999999999,0.0006666999999999999,"tensor(2287.8026, dtype=torch.float64)","tensor(2.5542, dtype=torch.float64)","tensor(0.6121, dtype=torch.float64)","tensor(2.9951, dtype=torch.float64)","tensor(1652794.4726, dtype=torch.float64)","tensor(34.8109, dtype=torch.float64)","tensor(7.3125, dtype=torch.float64)"
87,1,0.0008888999999999999,0.0007777999999999998,"tensor(2287.9386, dtype=torch.float64)","tensor(2.4175, dtype=torch.float64)","tensor(0.6729, dtype=torch.float64)","tensor(3.4410, dtype=torch.float64)","tensor(2058668.8783, dtype=torch.float64)","tensor(39.7009, dtype=torch.float64)","tensor(8.0390, dtype=torch.float64)"
88,1,0.0008888999999999999,0.0008888999999999999,"tensor(2288.0502, dtype=torch.float64)","tensor(2.3053, dtype=torch.float64)","tensor(0.7294, dtype=torch.float64)","tensor(3.8760, dtype=torch.float64)","tensor(2475590.2100, dtype=torch.float64)","tensor(44.4441, dtype=torch.float64)","tensor(8.7137, dtype=torch.float64)"
89,1,0.0008888999999999999,0.001,"tensor(2288.1441, dtype=torch.float64)","tensor(2.2109, dtype=torch.float64)","tensor(0.7822, dtype=torch.float64)","tensor(4.3011, dtype=torch.float64)","tensor(2900374.1775, dtype=torch.float64)","tensor(49.0555, dtype=torch.float64)","tensor(9.3449, dtype=torch.float64)"
90,1,0.001,1e-07,"tensor(2230.1364, dtype=torch.float64)","tensor(60.3845, dtype=torch.float64)","tensor(0.0014, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)","tensor(49507.6968, dtype=torch.float64)","tensor(0.0307, dtype=torch.float64)","tensor(0.0053, dtype=torch.float64)"
91,1,0.001,0.00011119999999999999,"tensor(2285.2354, dtype=torch.float64)","tensor(5.1358, dtype=torch.float64)","tensor(0.1893, dtype=torch.float64)","tensor(0.5551, dtype=torch.float64)","tensor(63082.7768, dtype=torch.float64)","tensor(7.1838, dtype=torch.float64)","tensor(2.2602, dtype=torch.float64)"
92,1,0.001,0.00022229999999999998,"tensor(2286.3950, dtype=torch.float64)","tensor(3.9697, dtype=torch.float64)","tensor(0.3092, dtype=torch.float64)","tensor(1.0830, dtype=torch.float64)","tensor(294911.4916, dtype=torch.float64)","tensor(13.4354, dtype=torch.float64)","tensor(3.6930, dtype=torch.float64)"
93,1,0.001,0.00033339999999999997,"tensor(2286.9395, dtype=torch.float64)","tensor(3.4222, dtype=torch.float64)","tensor(0.4076, dtype=torch.float64)","tensor(1.5915, dtype=torch.float64)","tensor(614790.8495, dtype=torch.float64)","tensor(19.2919, dtype=torch.float64)","tensor(4.8692, dtype=torch.float64)"
94,1,0.001,0.00044449999999999996,"tensor(2287.2769, dtype=torch.float64)","tensor(3.0829, dtype=torch.float64)","tensor(0.4932, dtype=torch.float64)","tensor(2.0837, dtype=torch.float64)","tensor(988063.4329, dtype=torch.float64)","tensor(24.8688, dtype=torch.float64)","tensor(5.8923, dtype=torch.float64)"
95,1,0.001,0.0005556,"tensor(2287.5140, dtype=torch.float64)","tensor(2.8445, dtype=torch.float64)","tensor(0.5699, dtype=torch.float64)","tensor(2.5619, dtype=torch.float64)","tensor(1397322.7091, dtype=torch.float64)","tensor(30.2236, dtype=torch.float64)","tensor(6.8083, dtype=torch.float64)"
96,1,0.001,0.0006666999999999999,"tensor(2287.6932, dtype=torch.float64)","tensor(2.6643, dtype=torch.float64)","tensor(0.6398, dtype=torch.float64)","tensor(3.0276, dtype=torch.float64)","tensor(1832095.5846, dtype=torch.float64)","tensor(35.3922, dtype=torch.float64)","tensor(7.6433, dtype=torch.float64)"
97,1,0.001,0.0007777999999999998,"tensor(2287.8354, dtype=torch.float64)","tensor(2.5213, dtype=torch.float64)","tensor(0.7042, dtype=torch.float64)","tensor(3.4820, dtype=torch.float64)","tensor(2285445.7503, dtype=torch.float64)","tensor(40.3994, dtype=torch.float64)","tensor(8.4137, dtype=torch.float64)"
98,1,0.001,0.0008888999999999999,"tensor(2287.9521, dtype=torch.float64)","tensor(2.4040, dtype=torch.float64)","tensor(0.7643, dtype=torch.float64)","tensor(3.9261, dtype=torch.float64)","tensor(2752493.5737, dtype=torch.float64)","tensor(45.2635, dtype=torch.float64)","tensor(9.1308, dtype=torch.float64)"
99,1,0.001,0.001,"tensor(2288.0502, dtype=torch.float64)","tensor(2.3053, dtype=torch.float64)","tensor(0.8205, dtype=torch.float64)","tensor(4.3605, dtype=torch.float64)","tensor(3229660.7832, dtype=torch.float64)","tensor(49.9990, dtype=torch.float64)","tensor(9.8028, dtype=torch.float64)"
