,theta,k1,k2,j1,j2,loss
22,0.1,0.00022229999999999998,0.00022229999999999998,13120.829389544953,11.114999999999995,0.2423582938954495
23,0.1,0.00022229999999999998,0.00033339999999999997,8896.969831497589,16.271448187901314,0.251684180193989
24,0.1,0.00022229999999999998,0.00044449999999999996,6535.688443242844,21.15510503575786,0.276907934790007
25,0.1,0.00022229999999999998,0.0005556,5088.675089446476,25.757622256061236,0.3084629734550771
26,0.1,0.00022229999999999998,0.0006666999999999999,4140.7306377035,30.083354049467335,0.34224084687170836
27,0.1,0.00022229999999999998,0.0007777999999999998,3485.917496112974,34.1453926550323,0.37631310151145275
28,0.1,0.00022229999999999998,0.0008888999999999999,3013.660174406369,37.961699125290345,0.4097535929969671
29,0.1,0.00022229999999999998,0.001,2660.7975988036283,41.55218663558192,0.44212984234385544
30,0.1,0.00033339999999999997,1e-07,49724.06741714213,0.010315963292978823,0.4973438338043511
31,0.1,0.00033339999999999997,0.00011119999999999999,19340.202268377452,5.797926070110561,0.25138128338488014
32,0.1,0.00033339999999999997,0.00022229999999999998,10660.83286419913,11.337318237115747,0.21998151101314878
33,0.1,0.00033339999999999997,0.00033339999999999997,6873.073672801488,16.67,0.2354307367280149
34,0.1,0.00033339999999999997,0.00044449999999999996,4882.6603750684335,21.753749891295648,0.2663641026636408
35,0.1,0.00033339999999999997,0.0005556,3722.901669545643,26.566975158064682,0.30289876827610324
36,0.1,0.00033339999999999997,0.0006666999999999999,2992.049083561953,31.104437514008218,0.34096486597570175
37,0.1,0.00033339999999999997,0.0007777999999999998,2501.983878864456,35.373165386221174,0.3787514926508563
38,0.1,0.00033339999999999997,0.0008888999999999999,2156.6963802949895,39.387717181201616,0.41544413561496607
39,0.1,0.00033339999999999997,0.001,1903.5942723348212,43.16637499254548,0.45069969264880305
40,0.1,0.00044449999999999996,1e-07,49708.00131808008,0.01092734439144409,0.4971892866247153
41,0.1,0.00044449999999999996,0.00011119999999999999,17335.330516706512,5.85973934631389,0.231950698630204
42,0.1,0.00044449999999999996,0.00022229999999999998,9085.06075603627,11.506723768402114,0.20591784524438383
43,0.1,0.00044449999999999996,0.00033339999999999997,5657.3034930713175,16.97911178101293,0.22636415274084248
44,0.1,0.00044449999999999996,0.00044449999999999996,3941.813468084866,22.225,0.2616681346808487
45,0.1,0.00044449999999999996,0.0005556,2977.6374516485857,27.211913782178137,0.3018955123382672
46,0.1,0.00044449999999999996,0.0006666999999999999,2385.518179809362,31.926293429027908,0.3431181160883727
47,0.1,0.00044449999999999996,0.0007777999999999998,1995.9323832813295,36.3696285198405,0.38365560903121826
48,0.1,0.00044449999999999996,0.0008888999999999999,1725.5024389712494,40.55315575071972,0.42278658189690965
49,0.1,0.00044449999999999996,0.001,1529.8139681478879,44.493375300670614,0.460231892688185
50,0.1,0.0005556,1e-07,49695.59359983945,0.011454141935531003,0.49707047741774985
51,0.1,0.0005556,0.00011119999999999999,15856.93815800679,5.911538091200764,0.21768476249207555
52,0.1,0.0005556,0.00022229999999999998,7966.4341087572575,11.650163472615757,0.19616597581373016
53,0.1,0.0005556,0.00033339999999999997,4838.336939966764,17.2451389505759,0.22083475890542664
54,0.1,0.0005556,0.00044449999999999996,3333.0495324448902,22.635876311310348,0.2596892584375524
55,0.1,0.0005556,0.0005556,2509.5127737060006,27.779999999999998,0.30289512773706
56,0.1,0.0005556,0.0006666999999999999,2012.9496741452997,32.65610328685435,0.3466905296099965
57,0.1,0.0005556,0.0007777999999999998,1690.5761363245053,37.260279789306445,0.3895085592563095
58,0.1,0.0005556,0.0008888999999999999,1469.2737562226666,41.60040384857416,0.4306967760479683
59,0.1,0.0005556,0.001,1310.8269371040599,45.69106849925291,0.47001895436356966
60,0.1,0.0006666999999999999,1e-07,49685.528580286045,0.011922537803488618,0.49697451118089536
61,0.1,0.0006666999999999999,0.00011119999999999999,14696.969923567442,5.957310640963794,0.20654280564531236
62,0.1,0.0006666999999999999,0.00022229999999999998,7122.514619473634,11.778288391821459,0.18900803011295095
63,0.1,0.0006666999999999999,0.00033339999999999997,4246.807031015253,17.48632006995867,0.21733127100973923
64,0.1,0.0006666999999999999,0.00044449999999999996,2906.8929645257376,23.01253711275005,0.2591943007727579
65,0.1,0.0006666999999999999,0.0005556,2188.9427946696314,28.305118183223396,0.3049406097789303
66,0.1,0.0006666999999999999,0.0006666999999999999,1761.9522336721259,33.33500000000001,0.35096952233672135
67,0.1,0.0006666999999999999,0.0007777999999999998,1487.5970712499068,38.09290858718746,0.39580505658437365
68,0.1,0.0006666999999999999,0.0008888999999999999,1301.0217470596706,42.58330052132707,0.4388432226838674
69,0.1,0.0006666999999999999,0.001,1168.769874017905,46.81877260256571,0.47987542476583617
70,0.1,0.0007777999999999998,1e-07,49677.090552567024,0.012347645127546804,0.49689438197694574
71,0.1,0.0007777999999999998,0.00011119999999999999,13747.699856218856,5.998924440307994,0.1974662429652685
72,0.1,0.0007777999999999998,0.00022229999999999998,6459.236492160689,11.896353480248692,0.1835558997240938
73,0.1,0.0007777999999999998,0.00033339999999999997,3798.693338142298,17.711552241918657,0.21510245580060955
74,0.1,0.0007777999999999998,0.00044449999999999996,2592.028423001814,23.36760644046946,0.25959634863471276
75,0.1,0.0007777999999999998,0.0005556,1956.0800120032072,28.803463815114732,0.3075954382711794
76,0.1,0.0007777999999999998,0.0006666999999999999,1581.9274914037155,33.98247829396026,0.3556440578536398
77,0.1,0.0007777999999999998,0.0007777999999999998,1343.5983176363072,38.889999999999986,0.40233598317636293
78,0.1,0.0007777999999999998,0.0008888999999999999,1182.9358287895686,43.52701918877545,0.4470995501756502
79,0.1,0.0007777999999999998,0.001,1070.2107315349144,47.904074099498565,0.4897428483103348
80,0.1,0.0008888999999999999,1e-07,49669.84670756814,0.012739110311730452,0.49682585817879876
81,0.1,0.0008888999999999999,0.00011119999999999999,12948.4097910573,6.037469898236767,0.18985879689294066
82,0.1,0.0008888999999999999,0.00022229999999999998,5922.215240108412,12.007323897048044,0.17929539137156458
83,0.1,0.0008888999999999999,0.00033339999999999997,3447.1538705269354,17.925787550533776,0.21372941421060712
84,0.1,0.0008888999999999999,0.00044449999999999996,2350.005807784651,23.70802890283548,0.2605803471062013
85,0.1,0.0008888999999999999,0.0005556,1779.4956016937927,29.283859513577717,0.3106335511527151
86,0.1,0.0008888999999999999,0.0006666999999999999,1446.821967589601,34.60907302148718,0.3605589498907678
87,0.1,0.0008888999999999999,0.0007777999999999998,1236.5588161456405,39.663624755640065,0.40900183571785703
88,0.1,0.0008888999999999999,0.0008888999999999999,1096.0430555351656,44.445000000000036,0.455410430555352
89,0.1,0.0008888999999999999,0.001,998.5201726182205,48.96163431296495,0.4996015448558317
90,0.1,0.001,1e-07,49663.51569097472,0.013103486614401316,0.4967661917758912
91,0.1,0.001,0.00011119999999999999,12261.43644529957,6.073649494282589,0.1833508593958216
92,0.1,0.001,0.00022229999999999998,5477.443851384924,12.113032045056084,0.17590475896441007
93,0.1,0.001,0.00033339999999999997,3163.868078322784,18.13204177341914,0.21295909851741923
94,0.1,0.001,0.00044449999999999996,2158.2416244719343,24.03798329740993,0.26196224921881867
95,0.1,0.001,0.0005556,1641.125249029359,29.751563859117688,0.3139268910814705
96,0.1,0.001,0.0006666999999999999,1341.891911855801,35.221016388431785,0.3656290830028759
97,0.1,0.001,0.0007777999999999998,1154.1565499601288,40.42088121042646,0.41575037760386585
98,0.1,0.001,0.0008888999999999999,1029.8150510278188,45.34510872164609,0.46374923772673915
99,0.1,0.001,0.001,944.5318349531858,49.999999999999964,0.5094453183495316
