,circuit,loss,k1,k2,theta1,theta2,Circuit
741,"((0, 1, 0), (0, 0, 1))",0.5719230352643137,0.00021967112104878732,0.0009005496763293666,2.5152038307891957,6.587011784033203,Upstream Repression
742,"((0, 0, 1), (1, 0, 0))",0.06808240570246074,4.8091867081922475e-05,1.728556135149084e-05,7.792977549365847,7.483907717916649,Downstream Activation
743,"((0, 0, 1), (1, 0, 0))",0.5086928811645788,0.00010444638726826601,8.118235045521775e-07,9.992765383643292,8.495597277592834,Downstream Activation
744,"((0, 0, 1), (1, 0, 0))",0.13292497230459766,0.00018402824651859607,8.43740691503466e-05,8.193901542357771,3.2538603295031683,Downstream Activation
745,"((0, 1, 0), (1, 0, 0))",0.0914035552270705,0.00014889878109504683,0.0008246583344500903,1.981139913498188,6.5802608507174725,Dual Control
746,"((0, 0, 1), (1, 0, 0))",0.08241686824571817,7.761267726450366e-05,0.00041434380181327535,8.809985086471773,9.286129300829407,Downstream Activation
747,"((0, 0, 1), (0, 0, 1))",0.37962398864953234,0.0006948669723791454,3.833482484099569e-05,3.4413711816955335,8.979420604737845,No Control
748,"((0, 0, 1), (1, 0, 0))",0.11681156548172993,2.1347798104238006e-05,0.0007580318416582629,9.237406783700028,3.832213475161385,Downstream Activation
749,"((0, 0, 1), (1, 0, 0))",0.17521077233626758,0.00027091789636040503,0.00012108300110903923,9.82483995879957,8.12008443734478,Downstream Activation
750,"((0, 0, 1), (1, 0, 0))",0.3731462499167232,0.0006496038798741241,0.0001731991486776713,9.422065982825231,9.799845805735998,Downstream Activation
751,"((0, 0, 1), (1, 0, 0))",0.10553806427340993,0.00015069615440244612,6.424692452500162e-05,9.615608932475265,9.016275890783092,Downstream Activation
752,"((0, 1, 0), (0, 0, 1))",0.1593093062907904,2.4451002335564563e-05,2.4903369067692587e-05,4.359010343973584,3.7050580719051416,Upstream Repression
753,"((0, 0, 1), (1, 0, 0))",0.46113003792156,7.82875662892227e-07,0.00021744734021486735,8.402054947981421,9.548525474367159,Downstream Activation
754,"((0, 0, 1), (1, 0, 0))",0.06697880755536856,3.616004790536162e-05,0.0001514685938767107,3.980533666502393,9.976486933488914,Downstream Activation
755,"((0, 0, 1), (1, 0, 0))",0.100254780117608,9.201889727645168e-05,0.0008239806442316075,7.987551002997316,7.7013582977502075,Downstream Activation
756,"((0, 1, 0), (1, 0, 0))",0.31670934004777834,0.000722308932675676,0.00039903734112490657,3.5776006896882864,4.090272169140762,Dual Control
757,"((0, 0, 1), (1, 0, 0))",0.19677356370815158,0.0003394496538426311,3.310544318171678e-05,8.693011650889938,8.83439424987956,Downstream Activation
758,"((0, 0, 1), (0, 0, 1))",0.36861514564730824,0.0004909692154141558,0.00019750892301646198,7.150244482346675,6.572760163284194,No Control
